LMT,Lockheed Martin Corporation Common Stock,1.16E+11
PYPL,PayPal Holdings Inc. Common Stock,1.16E+11
BLK,BlackRock Inc. Common Stock,1.13E+11
DE,Deere & Company Common Stock,1.12E+11
SAP,SAP  SE ADS,1.09E+11
NFLX,Netflix Inc. Common Stock,1.09E+11
ADP,Automatic Data Processing Inc. Common Stock,1.09E+11
DEO,Diageo plc Common Stock,1.08E+11
SONY,Sony Group Corporation American Depositary Shares ,1.07E+11
CAT,Caterpillar Inc. Common Stock,1.05E+11
C,Citigroup Inc. Common Stock,1.04E+11
SNY,Sanofi ADS,1.03E+11
SBUX,Starbucks Corporation Common Stock,1.02E+11
BP,BP p.l.c. Common Stock,1.01E+11
PLD,Prologis Inc. Common Stock,1.01E+11
NTTYY,Nippon Telegraph and Telephone Corporation Sponsored ADRs,1.01E+11
EL,Estee Lauder Companies Inc. (The) Common Stock,1.01E+11
BA,Boeing Company (The) Common Stock,99803048669
CSLLY,Csl Ltd Sponsored ADRs,99665026435
NOW,ServiceNow Inc. Common Stock,98145158227
RIO,Rio Tinto Plc Common Stock,98024905107
SIEGY,Siemens AG Sponsored ADRs,96985000000
DTEGY,Deutsche Telekom AG Sponsored ADRs,95041900840
AMAT,Applied Materials Inc. Common Stock,94189191681
CHTR,Charter Communications Inc. Class A Common Stock New,93858166008
BTI,British American Tobacco  Industries p.l.c. Common Stock ADR,92801933073
PBR,Petroleo Brasileiro S.A.- Petrobras Common Stock,92679049952
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),92574781133
CI,Cigna Corporation Common Stock,92291674452
AKABY,ALK-abello A/S Sponsored ADRs,91155240000
MDLZ,Mondelez International Inc. Class A Common Stock,90716194078
ADI,Analog Devices Inc. Common Stock,88434599544
ENB,Enbridge Inc Common Stock,87803153942
CNI,Canadian National Railway Company Common Stock,87531434161
EADSY,Airbus SE Unsponsored ADRs,87230914505
GE,General Electric Company Common Stock,87183672907
BKNG,Booking Holdings Inc. Common Stock,87125915841
DUK,Duke Energy Corporation (Holding Company) Common Stock,86675396264
MMC,Marsh & McLennan Companies Inc. Common Stock,86384947469
JD,JD.com Inc. American Depositary Shares,86192849713
BAM,Brookfield Asset Management Inc. Common Stock,86122996494
CB,Chubb Limited  Common Stock,85763418199
SO,Southern Company (The) Common Stock,84704467091
INFY,Infosys Limited American Depositary Shares,84026185758
SYK,Stryker Corporation Common Stock,83511547027
MMM,3M Company Common Stock,83469551971
MO,Altria Group Inc.,82579517130
ISRG,Intuitive Surgical Inc. Common Stock,82412825360
GILD,Gilead Sciences Inc. Common Stock,81756150541
IDEXY,Industria de Diseno Textil Inditex SA Unsp/Adrs,81282284160
TGT,Target Corporation Common Stock,80242664270
ZTS,Zoetis Inc. Class A Common Stock,80086878221
TJX,TJX Companies Inc. (The) Common Stock,79682959803
BX,Blackstone Inc. Common Stock,79666442531
PTR,PetroChina Company Limited Common Stock,79046760312
SBGSY,Schneider Elec Unsp/Adrs,78878974263
CCI,Crown Castle Inc. Common Stock,78400385483
IBN,ICICI Bank Limited Common Stock,77595324146
NOC,Northrop Grumman Corporation Common Stock,76615535927
SFTBY,Softbank Grp Unsp/Adrs,76292391164
CP,Canadian Pacific Railway Limited Common Stock,76268219303
ESLOY,Essilor Lxttca Unsp/Adrs,75550751541
BNS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,75463995025
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,75266421763
BDX,Becton Dickinson and Company Common Stock,75174393314
PGR,Progressive Corporation (The) Common Stock,74990029000
CME,CME Group Inc. Class A Common Stock,74730872122
ALIZY,Allianz Se Unsp/Adrs,74216795524
GLNCY,Glencore Plc Unsp/Adrs,73634544395
CSX,CSX Corporation Common Stock,73551633022
AIQUY,L Air Liquide Sa Unsp/Adrs,73412686340
USB,U.S. Bancorp Common Stock,72816124359
WM,Waste Management Inc. Common Stock,72657077305
ABNB,Airbnb Inc. Class A Common Stock,72325307579
KDDIY,Kddi Corp Unsp/Adrs,72236028893
TEAM,Atlassian Corporation Plc Class A Ordinary Shares,71830541764
PPRUY,Kering Sa Unsp/Adrs,71495501216
FISV,Fiserv Inc. Common Stock,71458863886
PNC,PNC Financial Services Group Inc. (The) Common Stock,71308500000
BMO,Bank Of Montreal Common Stock,70734111952
IBDRY,Iberdrola SA Sponsored ADRs,70364759640
LRCX,Lam Research Corporation Common Stock,69794465835
EOG,EOG Resources Inc. Common Stock,69694046152
D,Dominion Energy Inc. Common Stock,69485305820
MU,Micron Technology Inc. Common Stock,69476078902
CL,Colgate-Palmolive Company Common Stock,69423483930
ZURVY,Zurich Insurance Group Ltd Sponsored ADRs,68919031795
NABZY,National Australia Bank Limited Sponsored ADRs,68882999235
REGN,Regeneron Pharmaceuticals Inc. Common Stock,68635197397
TFC,Truist Financial Corporation Common Stock,68242919850
FRCOY,Fast Retailing Unsp/Adrs,67940176668
GD,General Dynamics Corporation Common Stock,67673959474
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,67604451826
ITW,Illinois Tool Works Inc. Common Stock,67458546869
NPSNY,Naspers Limited Sponsored ADRs Class N,66088803052
DMLRY,Daimler Ag Unsp / Adrs,65944780233
F,Ford Motor Company Common Stock,64919210483
SHW,Sherwin-Williams Company (The) Common Stock,64764891255
CNQ,Canadian Natural Resources Limited Common Stock,64631384620
AON,Aon plc Class A Ordinary Shares (Ireland),64260997228
EQIX,Equinix Inc. Common Stock REIT,63844512359
BNPQY,BNP Paribas SA Sponsored ADRs,63592766402
HCA,HCA Healthcare Inc. Common Stock,63540965376
WMMVY,Wal-Mart de Mexico SAB de CV Sponsored ADRs Class V,62965817884
ATVI,Activision Blizzard Inc. Common Stock,62894545608
ICE,Intercontinental Exchange Inc. Common Stock,62871950593
HUM,Humana Inc. Common Stock,62726813118
RCRUY,Recruit Holdings Co Adrs,62665723109
VALE,VALE S.A.  American Depositary Shares Each Representing one common share,62098780387
DSNKY,Daiichi Sankyo Company Limited Sponsored ADRs,61974093143
PSA,Public Storage Common Stock,61935385773
EW,Edwards Lifesciences Corporation Common Stock,61870515249
PDRDY,Pernod Ricard SA Unsponsored ADRs,61698117536
NSC,Norfolk Southern Corporation Common Stock,61632788120
DBSDY,DBS Group Holdings Ltd Sponsored ADRs,61465488557
ETN,Eaton Corporation PLC Ordinary Shares,61186650000
FDX,FedEx Corporation Common Stock,61029950164
FIS,Fidelity National Information Services Inc. Common Stock,60977021914
BSX,Boston Scientific Corporation Common Stock,60942620213
OXY,Occidental Petroleum Corporation Common Stock,60804950912
AMX,America Movil S.A.B. de C.V. American Depository Receipt Series L,60606585000
MRNA,Moderna Inc. Common Stock,59663927550
AMOV,America Movil S.A.B. de C.V. Class A American Depositary Shares,59617220000
EPD,Enterprise Products Partners L.P. Common Stock,59548175363
VWAGY,Volkswagen AG Unsponsored ADRs,59401580363
UBS,UBS Group AG Registered Ordinary Shares,59354865558
APD,Air Products and Chemicals Inc. Common Stock,59346542305
DASTY,Dassault Systemes SA Sponsored ADRs,59227426789
PDD,Pinduoduo Inc. American Depositary Shares,59211180879
UBER,Uber Technologies Inc. Common Stock,59204356628
MCO,Moody's Corporation Common Stock,59014170000
ADYEY,Adyen N.V Unponsored ADRs,58656914840
SMMNY,Siemens Healthineers Adrs,58565760000
AXAHY,AXA SA Sponsored ADRs,58547364499
PXD,Pioneer Natural Resources Company Common Stock,58508102163
DG,Dollar General Corporation Common Stock,58488051658
ABB,ABB Ltd Common Stock,58060968323
VCISY,Vinci Sa Unsp/Adrs,57485420052
SNPS,Synopsys Inc. Common Stock,57106853357
RBGLY,Reckitt Benckiser Group plc Sponsored ADRs,57032840047
KDP,Keurig Dr Pepper Inc. Common Stock,56784429685
NTES,NetEase Inc. American Depositary Shares,56556889041
GM,General Motors Company Common Stock,56463088693
TRI,Thomson Reuters Corp Ordinary Shares,56358509945
NTDOY,NINTENDO CO LTD Unsponsored ADRs,56290419360
HKXCY,Hong Kong Exchanges & Clearing Unsp/Adrs,56190531186
HEINY,Heineken NV Sponsored ADRs,55918333670
CNC,Centene Corporation Common Stock,55763125341
SNP,China Petroleum & Chemical Corporation Common Stock,55716970658
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),55627938211
DKILY,Daikin Industries Ltd Unsp/Adrs,55603720678
SHECY,Shin-Etsu Chem Unsp/Adrs,55432817981
MET,MetLife Inc. Common Stock,55306135027
TOELY,Tokyo Electron Unsp/Adrs,55218760380
MPC,Marathon Petroleum Corporation Common Stock,54526879398
KLAC,KLA Corporation Common Stock,54508924439
MAR,Marriott International Class A Common Stock,54020598609
BAYRY,Bayer AG Sponsored ADRs,53640354877
EMR,Emerson Electric Company Common Stock,53632260000
AEP,American Electric Power Company Inc. Common Stock,53598605649
SRE,DBA Sempra Common Stock,53570098181
MCK,McKesson Corporation Common Stock,52918161393
CDNS,Cadence Design Systems Inc. Common Stock,52595514070
SLB,Schlumberger N.V. Common Stock,52481795977
ENLAY,Enel SpA Unsponsored ADRs,52358401722
LNSTY,London Stock Exchange Group plc Sponsored ADRs,52182799647
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,51672626602
VMW,Vmware Inc. Common stock Class A,51601772572
PANW,Palo Alto Networks Inc. Common Stock,51596186712
SNOW,Snowflake Inc. Class A Common Stock,51452675000
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),51060585499
DPSGY,Deutsche Post AG Sponsored ADRs,50987294680
NTR,Nutrien Ltd. Common Shares,50664469541
HTHIY,Hitachi Ltd Sponsored ADRs,50322151921
ECL,Ecolab Inc. Common Stock,50098203188
PAYX,Paychex Inc. Common Stock,50084642534
ADSK,Autodesk Inc. Common Stock,49724916836
ANZBY,Australia and New Zealand Banking Group Limited Sponsored ADRs,49682313692
AIG,American International Group Inc. New Common Stock,49391270330
ADM,Archer-Daniels-Midland Company Common Stock,49304456209
MELI,MercadoLibre Inc. Common Stock,49245483987
MQBKY,Macquarie Group Limited Sponsored ADRs,49152113574
TRP,TC Energy Corporation Common Stock,49037058606
SAFRY,Safran Sa Unspon/ Adrs,48756165359
CHGCY,Chugai Pharmaceutical Co Unsp/Adrs,48491185423
VLO,Valero Energy Corporation Common Stock,48477773257
ORLY,O'Reilly Automotive Inc. Common Stock,48421241736
MNST,Monster Beverage Corporation,48337812603
NXPI,NXP Semiconductors N.V. Common Stock,47986341020
CM,Canadian Imperial Bank of Commerce Common Stock,47877319221
BMWYY,Bayerische Motoren Werke Aktiengesellschaft Sponsored ADRs,47876677938
APH,Amphenol Corporation Common Stock,47854681313
CMG,Chipotle Mexican Grill Inc. Common Stock,47836198667
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),47690185717
HSY,The Hershey Company Common Stock,47422711600
STLA,Stellantis N.V. Common Shares,47242741383
NGLOY,Anglo American plc Sponsored ADRs,47136245654
KHC,The Kraft Heinz Company Common Stock,46831947582
RSG,Republic Services Inc. Common Stock,46533888037
SHOP,Shopify Inc. Class A Subordinate Voting Shares,46527931183
HMC,Honda Motor Company Ltd. Common Stock,46511223680
MRVL,Marvell Technology Inc. Common Stock,46362045000
GIS,General Mills Inc. Common Stock,46279779100
SQ,Block Inc. Class A Common Stock,46277775532
KMB,Kimberly-Clark Corporation Common Stock,46192485090
DNNGY,Orsted A/S Unsp/Adrs,46120008287
DNZOY,Denso Corp Unsp/Adrs,46110538533
BCE,BCE Inc. Common Stock,46109726000
MLYBY,Malayan Banking Bhd. Sponsored ADRs,46098915722
LHX,L3Harris Technologies Inc. Common Stock,45977452631
ROP,Roper Technologies Inc. Common Stock,45939614106
STZ,Constellation Brands Inc. Common Stock,45793947277
SU,Suncor Energy  Inc. Common Stock,45585328819
ITOCY,Itochu Corp Unsp/Adrs,45573497688
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,45430349140
EXC,Exelon Corporation Common Stock,45393506808
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,45333741920
AZO,AutoZone Inc. Common Stock,45212983564
CTVA,Corteva Inc. Common Stock ,45137169000
IDCBY,Industrial and Commercial Bank of China Limited Unsponsored ADRs Class H,45126393618
LZAGY,Lonza Group Ag Unsp/Adrs,45068488710
DVN,Devon Energy Corporation Common Stock,44827200000
CTAS,Cintas Corporation Common Stock,44797687535
FCX,Freeport-McMoRan Inc. Common Stock,44658900000
NJDCY,Nidec Corp Adrs,44578226828
IQV,IQVIA Holdings Inc. Common Stock,44563812000
BIDU,Baidu Inc. ADS,44344497333
SAN,Banco Santander S.A. Sponsored ADR (Spain),44169276166
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),44034535954
SYY,Sysco Corporation Common Stock,43977952437
WDAY,Workday Inc. Class A Common Stock,43975020000
O,Realty Income Corporation Common Stock,43910660355
BSBR,Banco Santander Brasil SA American Depositary Shares each representing one unit,43861101480
COF,Capital One Financial Corporation Common Stock,43695630000
WDS,Woodside Energy Group Limited American Depositary Shares each representing one Ordinary Share,43063644806
KMI,Kinder Morgan Inc. Common Stock,42923254898
WMB,Williams Companies Inc. (The) Common Stock,42922728819
MSI,Motorola Solutions Inc. Common Stock,42868180974
E,ENI S.p.A. Common Stock,42671766705
PSX,Phillips 66 Common Stock,42668761306
LNG,Cheniere Energy Inc. Common Stock,42583539888
LULU,lululemon athletica inc. Common Stock,42558664710
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),42497763879
PNGAY,Ping An Insurance (Group) Company of China Ltd. Sponsored ADRs Class H,42302236860
CMPGY,Compass Group Plc Sponsored ADRs,42034464459
XEL,Xcel Energy Inc. Common Stock,41932856335
A,Agilent Technologies Inc. Common Stock,41810166598
AFL,AFLAC Incorporated Common Stock,41580820928
FSUGY,Fortescue Metals Group Ltd Sponsored ADRs,41447486244
BASFY,BASF SE Sponsored ADRs,41405019526
TRV,The Travelers Companies Inc. Common Stock,41318587149
FTNT,Fortinet Inc. Common Stock,41211323914
JCI,Johnson Controls International plc Ordinary Share,40995767982
ANET,Arista Networks Inc. Common Stock,40918902034
HOCPY,HOYA CORPORATION Sponsored ADRs,40795378713
VOD,Vodafone Group Plc American Depositary Shares,40779453872
MSCI,MSCI Inc Common Stock,40632329142
BBD,Banco Bradesco Sa American Depositary Shares,40502254506
SXYAY,Sika Ag Adrs,40263126835
AJG,Arthur J. Gallagher & Co. Common Stock,40232223360
DOW,Dow Inc. Common Stock ,40231742062
MCHP,Microchip Technology Incorporated Common Stock,40160075916
MRAAY,Murata Mfg Inc Unsp/Adrs,40116335720
LFC,China Life Insurance Company Limited American Depositary Shares,40079351690
BYDDY,BYD Company Limited Unsponsored ADRs,40022100000
OVCHY,Overseas Chinse Unsp/Adrs,39751109011
ENPH,Enphase Energy Inc. Common Stock,39698302266
DSDVY,Dsv Panalpna A/S Unsp/Adrs,39653640000
PRU,Prudential Financial Inc. Common Stock,39532500000
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,39321657200
TT,Trane Technologies plc,39045331215
RACE,Ferrari N.V. Common Shares,38817480024
TKOMY,Tokio Marine Holdings Inc. Sponsored ADRs,38644400000
HLT,Hilton Worldwide Holdings Inc. Common Stock ,38624088621
PH,Parker-Hannifin Corporation Common Stock,38606597686
WXXWY,Wuxi Biologics  Unsp/Adrs,38510319532
SCCO,Southern Copper Corporation Common Stock,38206111210
ATLKY,Atlas Copco AB Sponsored ADRs Class A,38074916195
WFAFY,Wesfarmers Ltd Unsp/Adrs,38051678522
MITSY,Mitsui & Co.Ltd Sponsored ADRs,37940979384
GPN,Global Payments Inc. Common Stock,37793877515
DLTR,Dollar Tree Inc. Common Stock,37736641850
CARR,Carrier Global Corporation Common Stock ,37577109614
FANUY,Fanuc Corporation Unsponsored ADRs,37454193144
LYG,Lloyds Banking Group Plc American Depositary Shares,37372575483
NUE,Nucor Corporation Common Stock,37345480000
DLR,Digital Realty Trust Inc. Common Stock,37306313040
NRDBY,Nordea Bank Abp Sponsored ADRs,37305444272
BHKLY,BOC Hong Kong (Holdings) Limited Sponsored ADRs,37284909587
SPG,Simon Property Group Inc. Common Stock,37245518611
ISNPY,Intesa Sanpaolo S.p.A. Sponsored ADRs,37245506947
SBAC,SBA Communications Corporation Class A Common Stock,37133090293
DANOY,Danone SA ADRs,37066949860
EA,Electronic Arts Inc. Common Stock,36999685161
CVE,Cenovus Energy Inc Common Stock,36977682300
SVNDY,Seven & I Holdings Unsp/Adrs,36911444172
ET,Energy Transfer LP Common Units ,36810416445
IFNNY,Infineon Technologies AG Sponsored ADRs,36722502372
WCN,Waste Connections Inc. Common Shares,36617721787
ALL,Allstate Corporation (The) Common Stock,36578238394
HPQ,HP Inc. Common Stock,36432688856
HES,Hess Corporation Common Stock,36386591744
WELL,Welltower Inc. Common Stock,36317421920
DELL,Dell Technologies Inc. Class C Common Stock ,36191991344
BK,The Bank of New York Mellon Corporation Common Stock,36089879980
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,36028747421
MFC,Manulife Financial Corporation Common Stock,35966864699
BNTX,BioNTech SE American Depositary Share,35872066474
TDG,Transdigm Group Incorporated Common Stock,35793966867
ED,Consolidated Edison Inc. Common Stock,35758988092
KR,Kroger Company (The) Common Stock,35506106105
NEM,Newmont Corporation,35436523356
ING,ING Group N.V. Common Stock,35343069683
SUHJY,Sun Hung Kai Properties Limited Sponsored ADRs,35237008132
HKD,AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Shares),35158617450
SMCAY,SMC Corp Sponsored ADRs,35045540552
VEEV,Veeva Systems Inc. Class A Common Stock,34747667922
JAPAY,Japan Tobacco Unsp/Adrs,34720000000
PEG,Public Service Enterprise Group Incorporated Common Stock,34643573406
GFS,GlobalFoundries Inc. Ordinary Shares,34624825732
RMD,ResMed Inc. Common Stock,34523178580
DDOG,Datadog Inc. Class A Common Stock,34478652350
ODFL,Old Dominion Freight Line Inc. Common Stock,34381328946
DXCM,DexCom Inc. Common Stock,34355851662
STM,STMicroelectronics N.V. Common Stock,34322085487
APO,Apollo Global Management Inc. (New) Common Stock,34209004032
MURGY,Muenchener Re Gp Unsp/Adrs,34058050126
OTIS,Otis Worldwide Corporation Common Stock ,33996899875
WEC,WEC Energy Group Inc. Common Stock,33877668629
ADDYY,adidas AG Sponsored ADRs,33786548000
VICI,VICI Properties Inc. Common Stock,33782114124
ALC,Alcon Inc. Ordinary Shares,33781695600
MTB,M&T Bank Corporation Common Stock,33641753420
YUM,Yum! Brands Inc.,33635071272
TTD,The Trade Desk Inc. Class A Common Stock,33614838674
GVDNY,Givaudan Sa Unsp/Adrs,33610253040
BCS,Barclays PLC Common Stock,33561630684
TWTR,Twitter Inc. Common Stock,33516964976
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),33467652408
NWG,NatWest Group plc American Depositary Shares,33351624394
MPLX,MPLX LP Common Units Representing Limited Partner Interests,33294673067
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,33260324673
CGEMY,Capgemini SE Unsp/Adrs,33215536887
UOVEY,United Overseas Bank Ltd. (Singapore) Sponsored ADRs,33090273840
KKR,KKR & Co. Inc. Common Stock,33085262823
WBA,Walgreens Boots Alliance Inc. Common Stock,33049174334
ILMN,Illumina Inc. Common Stock,32843326000
DBOEY,Deutsche Boerse AG Unsponsored ADRs,32775000000
PCAR,PACCAR Inc. Common Stock,32758713177
ALB,Albemarle Corporation Common Stock,32734168541
EXPGY,Experian PLC Sponsored ADRs,32699414413
TLSYY,Telstra Corporation Limited Sponsored ADRs,32699029415
CMI,Cummins Inc. Common Stock,32480717473
ES,Eversource Energy (D/B/A) Common Stock,32404749659
RIVN,Rivian Automotive Inc. Class A Common Stock,32333609958
TU,Telus Corporation Ordinary Shares,32325765570
KEYS,Keysight Technologies Inc. Common Stock,32275099135
VRSK,Verisk Analytics Inc. Common Stock,32200953229
ROST,Ross Stores Inc. Common Stock,32193228892
AMP,Ameriprise Financial Inc. Common Stock,32073426733
FAST,Fastenal Company Common Stock,32067076873
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,32010077702
PUK,Prudential Public Limited Company Common Stock,32002024924
ENGIY,ENGIE SA Sponsored ADRs,31926586494
ON,ON Semiconductor Corporation Common Stock,31827539815
SGAPY,Singapore Telecommunications Limited Sponsored ADRs,31700171270
CHT,Chunghwa Telecom Co. Ltd.,31642624437
NDAQ,Nasdaq Inc. Common Stock,31637893941
DNBBY,Dnb Asa Sp/Adrs,31619694603
PPG,PPG Industries Inc. Common Stock,31527221438
DD,DuPont de Nemours Inc. Common Stock,31503219711
IDXX,IDEXX Laboratories Inc. Common Stock,31481710567
XIACY,Xiaomi Corp Unsp/Adrs,31402218188
ABC,AmerisourceBergen Corporation Common Stock,31400755736
BIIB,Biogen Inc. Common Stock,31393756588
VWAPY,Volkswagen Ag Pfd Uns/Adrs,31322607096
CTPCY,CITIC Ltd Sponsored ADRs,31184761539
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,31177467185
HSNGY,Hang Seng Bank Limited Sponsored ADRs,31163036597
CPNG,Coupang Inc. Class A Common Stock,31142136474
GLW,Corning Incorporated Common Stock,31132416676
SGEN,Seagen Inc. Common Stock,31125350475
IFF,International Flavors & Fragrances Inc. Common Stock,31102979975
CPRT,Copart Inc. (DE) Common Stock,30990127185
MTD,Mettler-Toledo International Inc. Common Stock,30816184010
ZM,Zoom Video Communications Inc. Class A Common Stock,30786629349
BAX,Baxter International Inc. Common Stock,30740425792
TLK,PT Telekomunikasi Indonesia Tbk,30511162713
LCID,Lucid Group Inc. Common Stock,30404733646
ANPDY,Anta Sports Products Limited Unsp/Adrs,30344823426
AVB,AvalonBay Communities Inc. Common Stock,30273441860
IMO,Imperial Oil Limited Common Stock,30210284836
AME,AMETEK Inc.,30048319471
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),30034901810
CRH,CRH PLC American Depositary Shares,29996215734
TROW,T. Rowe Price Group Inc. Common Stock,29950875486
GWW,W.W. Grainger Inc. Common Stock,29923602560
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),29862790901
FRC,FIRST REPUBLIC BANK Common Stock,29831208239
